PeakCoordinates,log2 Fold Change GR (FS30 vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance,,PeakCoordinates,log2 Fold Change GR (BLPM vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance
3:117615831-117616272,2.48,5.40E-07,6.84E-07,ENSRNOG00000007302,Fbn1,0,,14:9093838-9094308,2.19,1.14E-03,1.45E-03,ENSRNOG00000053286,AABR07014317.1,5934
12:31530483-31530822,2.44,5.89E-07,7.45E-07,ENSRNOG00000022893,Rimbp2,0,,13:104730422-104730873,2.54,1.17E-03,1.48E-03,ENSRNOG00000061655,AABR07022055.1,56934
12:41567062-41567394,3.07,5.92E-07,7.47E-07,ENSRNOG00000001383,Slc8b1,0,,X:111912068-111912405,2.58,1.18E-03,1.49E-03,ENSRNOG00000056135,Tsc22d3,24163
13:71575008-71575667,3.26,6.00E-07,7.57E-07,ENSRNOG00000054898,AABR07021433.1,23858,,13:83926056-83926511,1.72,1.21E-03,1.52E-03,ENSRNOG00000003283,Rcsd1,9036
3:120190458-120190839,3.02,6.02E-07,7.58E-07,ENSRNOG00000015192,Mrps5,7923,,10:87244017-87244323,2.15,1.23E-03,1.55E-03,ENSRNOG00000033617,Krt26,0
12:16184421-16185272,3.49,6.30E-07,7.93E-07,ENSRNOG00000001251,Grifin,12293,,13:71590109-71590580,2.31,1.23E-03,1.55E-03,ENSRNOG00000054898,AABR07021433.1,8945
3:126206473-126206910,3.3,6.41E-07,8.05E-07,ENSRNOG00000053162,AABR07053787.2,25077,,3:111694279-111694673,2.11,1.25E-03,1.58E-03,ENSRNOG00000006378,Mga,4348
2:249033172-249033610,2.56,6.42E-07,8.05E-07,ENSRNOG00000058016,AABR07013672.1,108532,,19:25772662-25773145,2.47,1.27E-03,1.60E-03,ENSRNOG00000054344,AC120246.2,998
1:247514168-247514644,3.24,6.50E-07,8.14E-07,ENSRNOG00000015932,Plgrkt,0,,18:76782646-76783060,2.45,1.27E-03,1.60E-03,ENSRNOG00000059215,Pqlc1,0
4:149518533-149518957,2.97,6.50E-07,8.14E-07,ENSRNOG00000052200,AABR07061848.1,123983,,16:35647531-35647977,2.34,1.29E-03,1.62E-03,ENSRNOG00000038976,Galntl6,0
14:14945711-14946160,3.03,6.61E-07,8.26E-07,ENSRNOG00000002070,Mrpl1,5335,,10:101697951-101698354,2.41,1.33E-03,1.67E-03,ENSRNOG00000036251,Mir297,1614
4:59236446-59236929,2.77,6.75E-07,8.44E-07,ENSRNOG00000053863,AABR07060151.1,33421,,5:8027841-8028571,2.83,1.33E-03,1.67E-03,ENSRNOG00000059745,SNORA66,14861
14:114585863-114586256,2.7,6.94E-07,8.66E-07,ENSRNOG00000005434,Sptbn1,0,,14:13508724-13509180,2.16,1.38E-03,1.72E-03,ENSRNOG00000055646,AABR07014387.1,11725
5:86659772-86660147,2.69,7.36E-07,9.17E-07,ENSRNOG00000005932,Megf9,0,,5:136501404-136501902,2.35,1.40E-03,1.75E-03,ENSRNOG00000019381,Eri3,0
15:69427052-69427388,3.14,7.79E-07,9.70E-07,ENSRNOG00000060682,U6,148740,,1:129050327-129050734,2.43,1.45E-03,1.81E-03,ENSRNOG00000014187,Igf1r,0
8:47634089-47634579,2.87,9.45E-07,1.17E-06,ENSRNOG00000021771,Trim29,39742,,19:52310890-52311252,1.98,1.45E-03,1.81E-03,ENSRNOG00000015904,Wfdc1,2543
9:18204074-18204355,2.52,9.40E-07,1.17E-06,ENSRNOG00000054111,AABR07066829.1,2448,,10:63000179-63000745,2.33,1.46E-03,1.81E-03,ENSRNOG00000022536,Efcab5,0
3:11974385-11974845,3.62,9.56E-07,1.19E-06,ENSRNOG00000022312,Lrsam1,0,,3:38797345-38797685,2.28,1.46E-03,1.81E-03,ENSRNOG00000051675,RNaseP_nuc,19552
13:46693522-46693888,1.96,9.87E-07,1.22E-06,ENSRNOG00000003878,Thsd7b,0,,13:82974839-82975201,2.1,1.49E-03,1.85E-03,ENSRNOG00000054895,U6,14423
16:19276079-19276654,2.87,1.11E-06,1.37E-06,ENSRNOG00000014454,Ap1m1,11701,,18:27774965-27775357,2.24,1.52E-03,1.88E-03,ENSRNOG00000019525,Hspa9,25731
3:159987872-159988347,3.19,1.19E-06,1.47E-06,ENSRNOG00000009076,Ttpal,6717,,12:19221336-19221643,2.02,1.52E-03,1.89E-03,ENSRNOG00000060512,AABR07035541.2,6975
7:141922780-141923147,3.14,1.27E-06,1.56E-06,ENSRNOG00000061088,Atf1,0,,X:15872828-15873170,2.89,1.68E-03,2.07E-03,ENSRNOG00000028611,AABR07037203.1,75683
3:92495846-92496219,2.52,1.30E-06,1.60E-06,ENSRNOG00000005348,Pamr1,0,,17:87910643-87911094,2.23,1.73E-03,2.14E-03,ENSRNOG00000024874,Prtfdc1,15964
3:55324456-55324763,2.63,1.38E-06,1.69E-06,ENSRNOG00000024595,Cers6,0,,1:186554190-186554544,2.29,1.74E-03,2.14E-03,ENSRNOG00000059173,SNORA17,56390
4:124941553-124942029,3.51,1.43E-06,1.75E-06,ENSRNOG00000023257,Adamts9,83304,,11:34659523-34659851,2.25,1.76E-03,2.17E-03,ENSRNOG00000001682,Ttc3,0
12:49843988-49844300,3.01,1.43E-06,1.76E-06,ENSRNOG00000048430,Myo18b,0,,5:86659772-86660147,2.06,1.81E-03,2.22E-03,ENSRNOG00000005932,Megf9,0
9:70795323-70795726,3.05,1.72E-06,2.12E-06,ENSRNOG00000012961,Klf7,7411,,15:13512107-13512495,2.18,1.89E-03,2.32E-03,ENSRNOG00000009419,Ptprg,283501
1:73760316-73760847,3.98,1.76E-06,2.16E-06,ENSRNOG00000032699,Ttyh1,7189,,8:117589782-117590226,1.98,1.91E-03,2.34E-03,ENSRNOG00000020361,Ip6k2,0
3:136403091-136403493,3.07,1.82E-06,2.22E-06,ENSRNOG00000054982,7SK,385,,4:6878871-6879592,-2.23,1.96E-03,2.40E-03,ENSRNOG00000051749,U6,1038
4:144770316-144770741,3.8,1.96E-06,2.40E-06,ENSRNOG00000006509,Srgap3,0,,7:137545537-137545899,1.96,2.06E-03,2.52E-03,ENSRNOG00000057179,AABR07058788.3,1977
16:59784908-59785326,2.85,1.98E-06,2.42E-06,ENSRNOG00000011407,Pragmin,63682,,8:23015096-23015442,2.18,2.07E-03,2.53E-03,ENSRNOG00000013360,Prkcsh,0
3:31865009-31865455,2.57,2.02E-06,2.46E-06,ENSRNOG00000054317,7SK,5699,,12:8303872-8304230,1.84,2.10E-03,2.57E-03,ENSRNOG00000032410,Mtus2,0
2:29506006-29506397,3.41,2.06E-06,2.51E-06,ENSRNOG00000017249,Zfp366,7343,,15:18702158-18702560,1.94,2.15E-03,2.62E-03,ENSRNOG00000008167,Abhd6,7026
8:51916788-51917184,2.76,2.36E-06,2.87E-06,ENSRNOG00000050412,AABR07070098.1,128038,,2:249033172-249033610,1.92,2.19E-03,2.67E-03,ENSRNOG00000058016,AABR07013672.1,108532
1:266679430-266680104,3.2,2.39E-06,2.90E-06,ENSRNOG00000020179,Nt5c2,0,,1:14981460-14981952,2.03,2.26E-03,2.75E-03,ENSRNOG00000053291,AABR07000493.1,30680
6:124488204-124488504,2.86,2.47E-06,3.00E-06,ENSRNOG00000027300,Ttc7b,58504,,14:37284185-37284560,1.93,2.28E-03,2.78E-03,ENSRNOG00000002152,Dcun1d4,0
10:74706139-74706461,2.2,2.56E-06,3.11E-06,ENSRNOG00000006661,Rad51c,0,,8:61696135-61696492,2.53,2.31E-03,2.81E-03,ENSRNOG00000017600,Ptpn9,0
10:2907447-2907982,2.7,2.69E-06,3.26E-06,ENSRNOG00000059756,AABR07029023.1,79383,,2:143563536-143563979,2.26,2.46E-03,2.99E-03,ENSRNOG00000011133,Trpc4,0
12:19221336-19221643,2.54,2.69E-06,3.26E-06,ENSRNOG00000060512,AABR07035541.2,6975,,16:59784908-59785326,2.11,2.48E-03,3.01E-03,ENSRNOG00000011407,Pragmin,63682
8:101098507-101098940,2.82,2.73E-06,3.31E-06,ENSRNOG00000057191,AABR07071117.1,346298,,12:39659865-39660317,2.18,2.51E-03,3.04E-03,ENSRNOG00000008673,Arpc3,0
3:5970572-5971084,3.46,2.77E-06,3.34E-06,ENSRNOG00000007422,Vav2,0,,8:39500835-39501170,3.45,2.56E-03,3.10E-03,ENSRNOG00000028856,Pknox2,0
8:22059596-22060045,2.49,2.87E-06,3.46E-06,ENSRNOG00000020694,Icam5,2388,,9:18204074-18204355,2.18,2.62E-03,3.16E-03,ENSRNOG00000054111,AABR07066829.1,2448
10:10064760-10065164,2.64,2.93E-06,3.53E-06,ENSRNOG00000041962,5S_rRNA,355066,,2:234748928-234749508,2.29,2.69E-03,3.24E-03,ENSRNOG00000054881,U4,55422
1:226345460-226345814,3.48,2.94E-06,3.54E-06,ENSRNOG00000027264,Dagla,0,,11:45315710-45316055,2.03,2.77E-03,3.34E-03,ENSRNOG00000027888,Cmss1,0
5:68651475-68651814,2.38,3.01E-06,3.62E-06,ENSRNOG00000049790,Olr848,31321,,9:118809892-118810356,1.93,2.86E-03,3.44E-03,ENSRNOG00000016196,Dlgap1,0
3:111694279-111694673,2.64,3.03E-06,3.64E-06,ENSRNOG00000006378,Mga,4348,,1:116105000-116105512,2.31,2.85E-03,3.44E-03,ENSRNOG00000056228,Atp10a,0
3:163183343-163183796,2.47,3.03E-06,3.64E-06,ENSRNOG00000052603,AABR07054608.1,44210,,2:85384877-85385213,1.78,2.91E-03,3.49E-03,ENSRNOG00000011977,Sema5a,0
5:154903487-154903810,2.94,3.08E-06,3.69E-06,ENSRNOG00000022402,Luzp1,0,,11:30857239-30857650,2.47,3.01E-03,3.61E-03,ENSRNOG00000021555,Mis18a,22237
6:104079795-104080349,3.25,3.15E-06,3.77E-06,ENSRNOG00000004589,Galnt16,0,,10:81861524-81861898,2.46,3.01E-03,3.61E-03,ENSRNOG00000054653,AABR07030334.1,21287
9:21191911-21192276,3.67,3.16E-06,3.77E-06,ENSRNOG00000012708,Ptchd4,0,,5:152795090-152795552,2.33,3.05E-03,3.65E-03,ENSRNOG00000017087,Man1c1,0
8:117977302-117977621,3,3.31E-06,3.96E-06,ENSRNOG00000020737,Cdc25a,5784,,1:6866597-6867000,2.03,3.08E-03,3.68E-03,ENSRNOG00000011058,Utrn,0
X:111912068-111912405,2.86,3.36E-06,4.01E-06,ENSRNOG00000056135,Tsc22d3,24163,,13:60877605-60878089,2.3,3.19E-03,3.81E-03,ENSRNOG00000003687,Rgs2,28512
13:42747871-42748188,2.85,3.44E-06,4.10E-06,ENSRNOG00000021553,Nckap5,0,,10:29222485-29222861,2.2,3.20E-03,3.81E-03,ENSRNOG00000042335,Rn60_10_0291.1,23041
9:118809892-118810356,2.6,3.45E-06,4.11E-06,ENSRNOG00000016196,Dlgap1,0,,8:67483519-67483870,2.44,3.26E-03,3.88E-03,ENSRNOG00000015257,Coro2b,0
5:73487676-73488149,2.46,3.55E-06,4.23E-06,ENSRNOG00000016621,Actl7b,4495,,10:66511839-66512239,2.33,3.33E-03,3.96E-03,ENSRNOG00000023182,RGD1565317,2341
6:35397350-35397671,2.5,3.71E-06,4.40E-06,ENSRNOG00000054675,AABR07063565.1,53579,,11:33939582-33940044,2.06,3.33E-03,3.96E-03,ENSRNOG00000051204,Dopey2,0
2:208229996-208230395,2.51,3.71E-06,4.41E-06,ENSRNOG00000053044,AABR07012775.1,4109,,16:81954783-81955110,2.25,3.39E-03,4.03E-03,ENSRNOG00000028426,Mcf2l,0
18:48009597-48009973,3.33,3.78E-06,4.48E-06,ENSRNOG00000058146,AABR07032123.2,50304,,17:74991299-74991682,2.31,3.41E-03,4.05E-03,ENSRNOG00000055896,U6,189667
10:63000179-63000745,3.03,3.85E-06,4.56E-06,ENSRNOG00000022536,Efcab5,0,,2:29920926-29921382,2.09,3.53E-03,4.18E-03,ENSRNOG00000054044,SNORA17,9323
13:71590109-71590580,2.7,4.03E-06,4.77E-06,ENSRNOG00000054898,AABR07021433.1,8945,,1:128864527-128864861,1.57,3.56E-03,4.21E-03,ENSRNOG00000014187,Igf1r,60105
2:85384877-85385213,2.12,4.11E-06,4.86E-06,ENSRNOG00000011977,Sema5a,0,,11:31222834-31223145,1.77,3.56E-03,4.21E-03,ENSRNOG00000028670,RGD1562726,0
13:104730422-104730873,2.92,4.46E-06,5.26E-06,ENSRNOG00000061655,AABR07022055.1,56934,,3:126206473-126206910,2.18,3.62E-03,4.28E-03,ENSRNOG00000053162,AABR07053787.2,25077
17:22804318-22804788,2.53,4.73E-06,5.58E-06,ENSRNOG00000058495,AABR07027283.1,6466,,12:44151981-44152371,2.12,3.89E-03,4.59E-03,ENSRNOG00000001128,Tesc,0
9:49795697-49796111,3.55,4.91E-06,5.79E-06,ENSRNOG00000016444,AABR07067506.1,0,,18:25769276-25769633,2.34,3.90E-03,4.60E-03,ENSRNOG00000020478,Camk4,0
2:197802821-197803160,3.18,5.11E-06,6.01E-06,ENSRNOG00000049385,Adamtsl4,424,,12:37830944-37831291,1.9,4.03E-03,4.75E-03,ENSRNOG00000029260,Pitpnm2,0
2:96785780-96786176,2.57,5.45E-06,6.40E-06,ENSRNOG00000012095,Pkia,117559,,8:119556765-119557208,1.95,4.10E-03,4.82E-03,ENSRNOG00000021091,Trank1,9301
8:14522890-14523192,2.4,5.52E-06,6.48E-06,ENSRNOG00000011585,Fat3,0,,10:68614851-68615299,2.22,4.15E-03,4.87E-03,ENSRNOG00000030217,AABR07030122.1,25731
8:117589782-117590226,2.63,5.61E-06,6.58E-06,ENSRNOG00000020361,Ip6k2,0,,3:163183343-163183796,1.74,4.16E-03,4.88E-03,ENSRNOG00000052603,AABR07054608.1,44210
7:126660114-126660463,3.37,5.86E-06,6.86E-06,ENSRNOG00000021463,Ppara,0,,6:70071481-70071814,1.93,4.19E-03,4.91E-03,ENSRNOG00000058196,SNORA17,62504
10:66511839-66512239,3.19,6.50E-06,7.60E-06,ENSRNOG00000023182,RGD1565317,2341,,5:150910761-150911246,2.03,4.40E-03,5.15E-03,ENSRNOG00000010396,Eya3,0
15:18399099-18399732,3.56,6.60E-06,7.71E-06,ENSRNOG00000033261,Fam107a,0,,14:81007325-81007618,3.34,4.47E-03,5.23E-03,ENSRNOG00000030568,Rgs12,0
3:4006840-4007182,3.25,6.99E-06,8.16E-06,ENSRNOG00000055447,AC111292.2,0,,12:3351281-3352056,-1.31,4.52E-03,5.28E-03,ENSRNOG00000053067,AABR07035008.1,31101
19:11302998-11303444,1.84,7.01E-06,8.17E-06,ENSRNOG00000025764,Mt1,61,,17:22804318-22804788,1.96,4.64E-03,5.41E-03,ENSRNOG00000058495,AABR07027283.1,6466
2:242165201-242165566,2.69,7.35E-06,8.56E-06,ENSRNOG00000009882,Ppp3ca,0,,10:42751819-42752205,2.15,4.65E-03,5.42E-03,ENSRNOG00000045816,Gria1,0
18:50784526-50784991,3.31,8.05E-06,9.36E-06,ENSRNOG00000052184,AABR07032171.1,0,,11:69764485-69764963,1.69,4.67E-03,5.44E-03,ENSRNOG00000001706,Kalrn,0
13:51113781-51114256,2.8,8.97E-06,1.04E-05,ENSRNOG00000030743,Myog,12203,,4:168895690-168896041,2.22,4.81E-03,5.59E-03,ENSRNOG00000000024,Hebp1,7524
8:61696135-61696492,3.03,9.36E-06,1.09E-05,ENSRNOG00000017600,Ptpn9,0,,3:154598084-154598514,1.8,4.87E-03,5.66E-03,ENSRNOG00000012956,Tgm2,0
5:138010312-138010848,2.68,9.63E-06,1.12E-05,ENSRNOG00000007232,Lao1,912,,10:98752741-98753130,2.39,5.01E-03,5.81E-03,ENSRNOG00000004437,Map2k6,0
18:56048700-56049153,2.73,1.01E-05,1.17E-05,ENSRNOG00000018774,Rps14,1385,,5:138010312-138010848,2.1,5.10E-03,5.91E-03,ENSRNOG00000007232,Lao1,912
5:138071356-138071838,2.68,1.06E-05,1.22E-05,ENSRNOG00000054036,SNORA17,41728,,14:33298446-33298807,2.62,5.28E-03,6.11E-03,ENSRNOG00000047065,Spink2,44534
6:47478392-47478751,2.04,1.10E-05,1.28E-05,ENSRNOG00000055363,SNORA17,108077,,8:129115140-129115493,1.75,5.30E-03,6.13E-03,ENSRNOG00000018797,Myrip,0
10:86654194-86654768,2.78,1.16E-05,1.34E-05,ENSRNOG00000009066,Thra,2517,,1:240104679-240105033,1.87,5.32E-03,6.14E-03,ENSRNOG00000053293,SNORA17,164686
4:120070499-120070895,2.72,1.18E-05,1.36E-05,ENSRNOG00000059069,AABR07061378.1,29262,,16:6754549-6754898,2.47,5.42E-03,6.25E-03,ENSRNOG00000021805,Rft1,7854
9:20191258-20191657,2.68,1.23E-05,1.42E-05,ENSRNOG00000011154,Adgrf5,0,,3:82289076-82289477,1.8,5.44E-03,6.27E-03,ENSRNOG00000041679,5S_rRNA,2658
15:70357556-70358027,2.91,1.24E-05,1.43E-05,ENSRNOG00000008986,Diaph3,0,,2:187510256-187510656,2.2,5.58E-03,6.43E-03,ENSRNOG00000031778,Mef2d,1508
1:139719251-139719746,2.39,1.36E-05,1.57E-05,ENSRNOG00000057436,U1,114709,,8:101098507-101098940,2.21,5.85E-03,6.73E-03,ENSRNOG00000057191,AABR07071117.1,346298
11:30857239-30857650,2.77,1.44E-05,1.66E-05,ENSRNOG00000021555,Mis18a,22237,,2:218714260-218714632,1.55,5.88E-03,6.76E-03,ENSRNOG00000013683,S1pr1,55500
3:160887117-160887407,2.37,1.60E-05,1.83E-05,ENSRNOG00000014297,Sdc4,0,,7:31864093-31864471,2.18,5.96E-03,6.85E-03,ENSRNOG00000008797,Tmpo,0
10:20492665-20492998,3.12,1.63E-05,1.87E-05,ENSRNOG00000007377,Slit3,0,,5:136855553-136856001,2.03,6.03E-03,6.91E-03,ENSRNOG00000019843,St3gal3,0
4:58573043-58573375,2.68,1.69E-05,1.94E-05,ENSRNOG00000054990,AABR07060133.1,87597,,9:70795323-70795726,2.02,6.11E-03,6.99E-03,ENSRNOG00000012961,Klf7,7411
11:86423477-86424386,2.98,1.76E-05,2.01E-05,ENSRNOG00000001893,AABR07034742.1,571,,1:139719251-139719746,1.63,6.22E-03,7.12E-03,ENSRNOG00000057436,U1,114709
2:139469197-139469583,3.58,1.79E-05,2.04E-05,ENSRNOG00000010210,Slc7a11,0,,2:220260959-220261278,1.87,6.34E-03,7.24E-03,ENSRNOG00000016872,Lppr4,36967
20:5608840-5609337,3.6,1.96E-05,2.24E-05,ENSRNOG00000000485,Bak1,292,,4:120070499-120070895,2.03,6.35E-03,7.25E-03,ENSRNOG00000059069,AABR07061378.1,29262
5:64790744-64791278,2.96,2.22E-05,2.53E-05,ENSRNOG00000006972,Zfp189,0,,7:28967574-28967903,2.36,6.38E-03,7.27E-03,ENSRNOG00000005228,Gnptab,0
2:33135477-33135943,3.05,2.49E-05,2.83E-05,ENSRNOG00000027002,Mast4,110207,,6:12315591-12315906,2.03,6.64E-03,7.56E-03,ENSRNOG00000016528,Ppp1r21,0
2:34610278-34610622,2.78,2.60E-05,2.96E-05,ENSRNOG00000012655,Adamts6,23524,,1:240343185-240343467,2.08,6.82E-03,7.76E-03,ENSRNOG00000057279,AABR07006566.1,1553
13:82974839-82975201,2.23,2.61E-05,2.96E-05,ENSRNOG00000054895,U6,14423,,2:208229996-208230395,1.78,6.85E-03,7.79E-03,ENSRNOG00000053044,AABR07012775.1,4109
1:246416318-246416700,2.93,2.71E-05,3.08E-05,ENSRNOG00000014768,Glis3,0,,3:57887618-57888006,2.21,7.53E-03,8.56E-03,ENSRNOG00000022922,Slc25a12,0
5:74507822-74508152,2.14,2.94E-05,3.33E-05,ENSRNOG00000011425,Ptpn3,139637,,2:197334093-197334880,1.04,7.68E-03,8.72E-03,ENSRNOG00000054851,5_8S_rRNA,124059
18:25769276-25769633,2.82,3.05E-05,3.46E-05,ENSRNOG00000020478,Camk4,0,,4:139245345-139245774,1.61,7.79E-03,8.83E-03,ENSRNOG00000059651,7SK,79604
14:9093838-9094308,2.82,3.31E-05,3.75E-05,ENSRNOG00000053286,AABR07014317.1,5934,,5:74507822-74508152,1.72,8.15E-03,9.22E-03,ENSRNOG00000011425,Ptpn3,139637
16:22455902-22456327,2.33,3.68E-05,4.16E-05,ENSRNOG00000059895,SNORA70,41444,,6:59868476-59868885,2.53,8.18E-03,9.26E-03,ENSRNOG00000004282,Arl4a,79692
13:60877605-60878089,2.7,3.73E-05,4.21E-05,ENSRNOG00000003687,Rgs2,28512,,3:117615831-117616272,1.6,8.23E-03,9.29E-03,ENSRNOG00000007302,Fbn1,0
17:74991299-74991682,2.8,3.84E-05,4.33E-05,ENSRNOG00000055896,U6,189667,,1:24191961-24192414,1.92,8.57E-03,9.68E-03,ENSRNOG00000011815,Sgk1,0
7:75227823-75228359,2.03,4.25E-05,4.79E-05,ENSRNOG00000061463,AABR07057510.3,0,,17:70655715-70656131,2.62,8.74E-03,9.85E-03,ENSRNOG00000061735,AC141172.1,0
12:47103044-47103468,2.63,4.27E-05,4.81E-05,ENSRNOG00000001172,Rnf10,0,,10:72798477-72798859,2.04,8.86E-03,9.98E-03,ENSRNOG00000055874,7SK,96602
12:15360981-15361429,1.88,5.10E-05,5.73E-05,ENSRNOG00000024342,Rn60_12_0174.1,13601,,4:149518533-149518957,1.72,9.25E-03,1.04E-02,ENSRNOG00000052200,AABR07061848.1,123983
11:31222834-31223145,2.05,5.42E-05,6.09E-05,ENSRNOG00000028670,RGD1562726,0,,6:35397350-35397671,1.73,9.67E-03,1.09E-02,ENSRNOG00000054675,AABR07063565.1,53579
1:128830560-128830886,3.07,5.86E-05,6.57E-05,ENSRNOG00000014187,Igf1r,94080,,10:11305498-11305849,2,9.75E-03,1.09E-02,ENSRNOG00000055362,AABR07029172.2,706
13:70445086-70445562,3.26,5.88E-05,6.59E-05,ENSRNOG00000027697,Nmnat2,0,,10:1120923-1121370,1.93,9.85E-03,1.10E-02,ENSRNOG00000052185,5S_rRNA,15636
2:27324388-27324840,2.03,6.43E-05,7.19E-05,ENSRNOG00000060626,Polk,0,,15:34270549-34270885,2.51,1.02E-02,1.14E-02,ENSRNOG00000019438,Rnf31,0
1:21224839-21225337,2.56,6.97E-05,7.79E-05,ENSRNOG00000013202,Akap7,0,,12:45029094-45029464,2.09,1.02E-02,1.15E-02,ENSRNOG00000001136,Pebp1,0
2:220260959-220261278,2.23,7.18E-05,8.02E-05,ENSRNOG00000016872,Lppr4,36967,,17:46747726-46748187,2.47,1.04E-02,1.16E-02,ENSRNOG00000059705,Elmo1,0
6:11080086-11080438,2.26,7.68E-05,8.57E-05,ENSRNOG00000054705,SNORA17,6405,,18:48009597-48009973,2.26,1.09E-02,1.22E-02,ENSRNOG00000058146,AABR07032123.2,50304
8:119556765-119557208,2.63,7.70E-05,8.58E-05,ENSRNOG00000021091,Trank1,9301,,3:53222692-53223036,1.73,1.13E-02,1.26E-02,ENSRNOG00000038559,AABR07052431.1,92990
18:33585305-33585889,2.59,7.77E-05,8.65E-05,ENSRNOG00000046325,AABR07031768.1,61395,,4:44447353-44447702,2.11,1.14E-02,1.27E-02,ENSRNOG00000051952,Tes,86949
4:44447353-44447702,3.17,7.87E-05,8.75E-05,ENSRNOG00000051952,Tes,86949,,18:33585305-33585889,1.89,1.21E-02,1.35E-02,ENSRNOG00000046325,AABR07031768.1,61395
1:155628306-155628658,2.44,8.92E-05,9.91E-05,ENSRNOG00000051568,AABR07004776.1,326174,,5:142216569-142217020,3.09,1.26E-02,1.40E-02,ENSRNOG00000049397,AABR07049880.1,86616
12:8303872-8304230,2.06,9.26E-05,1.03E-04,ENSRNOG00000032410,Mtus2,0,,3:55324456-55324763,1.73,1.34E-02,1.49E-02,ENSRNOG00000024595,Cers6,0
5:150910761-150911246,2.64,9.49E-05,1.05E-04,ENSRNOG00000010396,Eya3,0,,12:50366569-50366928,3.15,1.44E-02,1.59E-02,ENSRNOG00000000664,Tpst2,0
1:55732075-55732983,-1.47,9.99E-05,1.11E-04,ENSRNOG00000054834,AABR07001734.1,0,,5:138089785-138090202,1.94,1.47E-02,1.62E-02,ENSRNOG00000054036,SNORA17,60157
14:39497757-39498193,2.22,1.04E-04,1.15E-04,ENSRNOG00000057953,Cox7b2,128989,,2:179627042-179627446,1.71,1.47E-02,1.63E-02,ENSRNOG00000054204,Gria2,0
10:42812647-42813051,2.92,1.06E-04,1.17E-04,ENSRNOG00000045816,Gria1,52448,,6:7149304-7150084,1.96,1.51E-02,1.67E-02,ENSRNOG00000047701,5S_rRNA,6929
1:240104679-240105033,2.47,1.11E-04,1.23E-04,ENSRNOG00000053293,SNORA17,164686,,12:31530483-31530822,1.66,1.53E-02,1.69E-02,ENSRNOG00000022893,Rimbp2,0
5:138089785-138090202,2.94,1.14E-04,1.26E-04,ENSRNOG00000054036,SNORA17,60157,,6:55555932-55556410,2.04,1.70E-02,1.88E-02,ENSRNOG00000005096,Bzw2,29936
1:240343185-240343467,2.6,1.14E-04,1.26E-04,ENSRNOG00000057279,AABR07006566.1,1553,,4:62401597-62402163,2.33,1.82E-02,2.01E-02,ENSRNOG00000010421,Wdr91,0
10:42751819-42752205,2.64,1.45E-04,1.60E-04,ENSRNOG00000045816,Gria1,0,,3:160887117-160887407,1.65,1.99E-02,2.19E-02,ENSRNOG00000014297,Sdc4,0
14:38814804-38815342,2.28,1.58E-04,1.73E-04,ENSRNOG00000002327,Gabrb1,0,,2:251885083-251885525,1.9,2.15E-02,2.36E-02,ENSRNOG00000026186,Syde2,0
10:29222485-29222861,2.76,1.58E-04,1.74E-04,ENSRNOG00000042335,Rn60_10_0291.1,23041,,8:14522890-14523192,1.63,2.16E-02,2.38E-02,ENSRNOG00000011585,Fat3,0
2:143563536-143563979,2.73,1.65E-04,1.81E-04,ENSRNOG00000011133,Trpc4,0,,1:24518792-24519218,2.22,2.40E-02,2.63E-02,ENSRNOG00000059251,1700020N01Rik,52022
4:139245345-139245774,2.16,1.67E-04,1.83E-04,ENSRNOG00000059651,7SK,79604,,6:11080086-11080438,1.64,2.43E-02,2.67E-02,ENSRNOG00000054705,SNORA17,6405
2:235616634-235616952,2.08,1.91E-04,2.09E-04,ENSRNOG00000050706,Col25a1,0,,5:99242217-99242876,1.84,2.49E-02,2.73E-02,ENSRNOG00000037039,RGD1306186,62252
8:129115140-129115493,1.79,2.32E-04,2.54E-04,ENSRNOG00000018797,Myrip,0,,2:235616634-235616952,1.49,2.67E-02,2.92E-02,ENSRNOG00000050706,Col25a1,0
1:128864527-128864861,1.37,2.79E-04,3.05E-04,ENSRNOG00000014187,Igf1r,60105,,12:16184421-16185272,2.59,2.76E-02,3.02E-02,ENSRNOG00000001251,Grifin,12293
7:66326691-66327131,1.77,3.42E-04,3.73E-04,ENSRNOG00000004180,Fam19a2,154332,,2:195739623-195739972,2.02,2.94E-02,3.21E-02,ENSRNOG00000020893,Snx27,0
3:82289076-82289477,2.16,3.52E-04,3.84E-04,ENSRNOG00000041679,5S_rRNA,2658,,1:21224839-21225337,1.72,3.29E-02,3.59E-02,ENSRNOG00000013202,Akap7,0
2:179627042-179627446,1.98,3.62E-04,3.95E-04,ENSRNOG00000054204,Gria2,0,,3:172988066-172988434,1.68,3.35E-02,3.65E-02,ENSRNOG00000007477,Edn3,107617
5:152795090-152795552,2.9,3.68E-04,4.00E-04,ENSRNOG00000017087,Man1c1,0,,8:118083019-118083393,1.44,3.38E-02,3.68E-02,ENSRNOG00000020748,Map4,0
3:172988066-172988434,2.51,3.87E-04,4.21E-04,ENSRNOG00000007477,Edn3,107617,,13:33503665-33505223,-0.53,3.38E-02,3.68E-02,ENSRNOG00000053423,N/A,643580
