PeakCoordinates,log2 Fold Change MR (FS30 vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance,,PeakCoordinates,log2 Fold Change MR (BLPM vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance
10:89279460-89279764,1.17,0.0279,4.560E-02,ENSRNOG00000053448,Rn60_10_0892.1,0,,3:155205406-155205829,1.27,0.0146,0.0238,ENSRNOG00000015614,Ppp1r16b,0
10:108665066-108665464,1.12,0.028,4.580E-02,ENSRNOG00000058129,AABR07030910.1,2342,,7:109204897-109205690,1.22,0.0145,0.0238,ENSRNOG00000025140,Zfat,0
5:121739858-121740278,1.14,0.0286,4.670E-02,ENSRNOG00000005905,Pde4b,212699,,17:90511131-90511590,1.59,0.0145,0.0238,ENSRNOG00000058094,Lyst,0
15:47988790-47989400,1,0.0289,4.720E-02,ENSRNOG00000050046,AABR07018226.1,23905,,1:37238108-37238540,1.48,0.0147,0.0239,ENSRNOG00000058077,AABR07001068.1,75520
3:117615888-117616256,1.06,0.0292,4.750E-02,ENSRNOG00000007302,Fbn1,0,,16:67717926-67718325,1.85,0.0148,0.0241,ENSRNOG00000011858,Unc5d,122702
15:23560170-23560576,1.4,0.0292,4.750E-02,ENSRNOG00000009785,Cdkn3,0,,1:273023202-273023538,1.23,0.0148,0.0241,ENSRNOG00000061600,AABR07006957.1,35754
10:87244039-87244399,1.33,0.0292,4.750E-02,ENSRNOG00000033617,Krt26,0,,20:4464266-4464703,1,0.0149,0.0243,ENSRNOG00000000443,C4a,0
3:124355085-124355480,1.32,0.0292,4.750E-02,ENSRNOG00000045581,LOC103691893,105250,,2:103737440-103737958,1.42,0.0149,0.0243,ENSRNOG00000013038,AABR07009572.1,12829
14:112756019-112756370,1.23,0.0294,4.770E-02,ENSRNOG00000003374,Ccdc85a,0,,3:159987929-159988307,1.78,0.0151,0.0244,ENSRNOG00000009076,Ttpal,6757
3:13600292-13600955,1.07,0.0294,4.770E-02,ENSRNOG00000017583,Mapkap1,0,,13:51113674-51114293,0.74,0.015,0.0244,ENSRNOG00000030743,Myog,12166
13:69636871-69637285,1.33,0.0296,4.790E-02,ENSRNOG00000052094,AABR07021392.1,7982,,16:8207291-8207678,1.57,0.0152,0.0246,ENSRNOG00000019727,Dph3,0
7:103101541-103101857,1.38,0.0296,4.790E-02,ENSRNOG00000052211,AABR07058167.1,47050,,10:36087822-36088179,1.99,0.0152,0.0246,ENSRNOG00000061484,Adamts2,9872
6:99783285-99783771,1.45,0.0301,4.870E-02,ENSRNOG00000006911,Sptb,239,,2:27793385-27793837,0.92,0.0153,0.0247,ENSRNOG00000051888,AABR07007775.1,8773
4:2053180-2053938,0.88,0.0307,4.960E-02,ENSRNOG00000057275,AABR07059024.1,0,,8:118801926-118802266,1.86,0.0155,0.0250,ENSRNOG00000020915,Setd2,809
19:42011139-42011549,1.37,0.0308,4.970E-02,ENSRNOG00000052310,Pkd1l3,0,,11:15045916-15046366,1.5,0.0156,0.0251,ENSRNOG00000050713,AABR07033279.1,35408
18:80346998-80347503,0.85,0.031,5.000E-02,ENSRNOG00000053053,AABR07032759.1,45939,,2:137715717-137716128,1.54,0.016,0.0257,ENSRNOG00000051733,AABR07010502.1,241878
9:29276573-29276941,1.42,0.0312,5.030E-02,ENSRNOG00000014123,RGD1309049,59349,,8:95895609-95895909,1.08,0.0163,0.0262,ENSRNOG00000059324,SNORA17,11943
13:82574820-82575232,0.76,0.0313,5.040E-02,ENSRNOG00000002860,Ccdc181,0,,6:126397045-126397375,1.49,0.0163,0.0263,ENSRNOG00000007699,Golga5,18436
2:32095815-32096233,1.36,0.0315,5.070E-02,ENSRNOG00000054794,AABR07007874.1,201133,,19:52225315-52225781,1.07,0.0164,0.0264,ENSRNOG00000015590,Dnaaf1,0
11:82147562-82148061,1.16,0.0317,5.100E-02,ENSRNOG00000001796,Dgkg,0,,3:17997275-17997778,1.54,0.0164,0.0264,ENSRNOG00000049024,AABR07051611.1,106574
2:114275357-114275754,1.44,0.032,5.130E-02,ENSRNOG00000012422,Tnik,0,,11:35677396-35677813,1.19,0.0167,0.0268,ENSRNOG00000001652,Erg,0
1:5136316-5136819,1.28,0.0323,5.180E-02,ENSRNOG00000014290,Grm1,0,,4:132629980-132630477,1.58,0.0169,0.0271,ENSRNOG00000005353,Rybp,59054
5:131719730-131720195,1.56,0.0328,5.250E-02,ENSRNOG00000007568,Spata6,0,,14:16300084-16300548,1.7,0.017,0.0272,ENSRNOG00000002089,Ccng2,24017
5:138010349-138010897,1.14,0.0331,5.300E-02,ENSRNOG00000007232,Lao1,863,,1:194098858-194099171,1.41,0.017,0.0272,ENSRNOG00000060965,SNORA17,11954
10:40299134-40299490,1.14,0.0333,5.330E-02,ENSRNOG00000010370,Tnip1,2665,,18:74269818-74270181,1.34,0.0174,0.0279,ENSRNOG00000016987,Pstpip2,0
10:54221424-54222028,0.81,0.0334,5.340E-02,ENSRNOG00000049361,Gas7,0,,12:49518187-49518730,1.12,0.018,0.0287,ENSRNOG00000052424,2900026A02Rik,0
1:246552372-246552673,1.22,0.0338,5.410E-02,ENSRNOG00000014768,Glis3,0,,18:4621876-4622253,1.37,0.0179,0.0287,ENSRNOG00000053552,AABR07031221.1,14884
1:180703442-180703902,1.43,0.0342,5.460E-02,ENSRNOG00000039241,Ythdc2,1381997,,11:69612978-69613352,1.33,0.018,0.0288,ENSRNOG00000001706,Kalrn,0
8:71988506-71989072,1.35,0.0342,5.460E-02,ENSRNOG00000051671,Herc1,40417,,11:64699821-64700197,0.91,0.0183,0.0291,ENSRNOG00000003088,Arhgap31,0
7:41474878-41475215,0.85,0.0344,5.490E-02,ENSRNOG00000023896,Dusp6,0,,9:92901719-92902063,1.42,0.0183,0.0291,ENSRNOG00000017297,Cab39,5942
3:150581466-150582194,0.63,0.0347,0.055,ENSRNOG00000017701,Asip,1597,,10:7854724-7855098,1.57,0.0184,0.0292,ENSRNOG00000056145,AABR07029111.2,16733
7:144837456-144837881,0.86,0.0355,0.056,ENSRNOG00000036841,Cbx5,0,,7:116782068-116782482,0.84,0.0188,0.0298,ENSRNOG00000007668,Mafa,303
11:15045916-15046366,1.3,0.0362,0.058,ENSRNOG00000050713,AABR07033279.1,35408,,16:32093387-32093682,2.44,0.0188,0.0298,ENSRNOG00000010358,Sh3rf1,0
11:64699821-64700197,0.97,0.0367,0.058,ENSRNOG00000003088,Arhgap31,0,,1:124857881-124858281,1.49,0.0187,0.0298,ENSRNOG00000015822,Klf13,54519
5:85068473-85068908,1.03,0.0367,0.058,ENSRNOG00000005561,Brinp1,0,,7:103101541-103101857,1.44,0.0188,0.0298,ENSRNOG00000052211,AABR07058167.1,47050
10:11305431-11305826,1.04,0.0367,0.058,ENSRNOG00000055362,AABR07029172.2,729,,2:197348261-197349017,0.94,0.0188,0.0298,ENSRNOG00000054851,5_8S_rRNA,138227
8:14522850-14523200,1.22,0.0369,0.059,ENSRNOG00000011585,Fat3,0,,4:45164099-45164501,1.55,0.0188,0.0298,ENSRNOG00000056243,ST7,0
2:218959330-218959782,1.06,0.0382,0.060,ENSRNOG00000014323,Extl2,0,,17:74912805-74913253,1.46,0.0189,0.0299,ENSRNOG00000055896,U6,111173
12:13131738-13132164,1.61,0.0388,0.061,ENSRNOG00000001079,Daglb,0,,13:104730408-104730804,1.42,0.0191,0.0301,ENSRNOG00000061655,AABR07022055.1,56920
3:152273070-152273484,1.73,0.039,0.062,ENSRNOG00000049814,Rbm39,13915,,3:105401807-105402160,1.54,0.0191,0.0302,ENSRNOG00000008337,Gjd2,65320
16:20697359-20697786,1.21,0.0392,0.062,ENSRNOG00000022432,Tmem59l,1659,,4:57250199-57250686,1.79,0.0192,0.0302,ENSRNOG00000057729,Strip2,3525
4:171860496-171860829,1.24,0.0392,0.062,ENSRNOG00000007570,Dera,34088,,16:47718898-47719600,1.53,0.0197,0.0310,ENSRNOG00000013480,Ing2,0
X:36932831-36933177,0.83,0.0406,0.064,ENSRNOG00000032472,Adgrg2,0,,12:28728368-28728744,0.95,0.0197,0.0310,ENSRNOG00000024435,Wbscr17,0
2:27803978-27804400,1.13,0.0409,0.064,ENSRNOG00000051888,AABR07007775.1,0,,12:1512113-1512499,-1.34,0.0197,0.0310,ENSRNOG00000055570,AABR07034940.2,0
13:48795434-48795869,0.92,0.0414,0.065,ENSRNOG00000007887,Elk4,0,,10:40299134-40299490,1.21,0.0198,0.0311,ENSRNOG00000010370,Tnip1,2665
10:47740934-47741377,1.27,0.0416,0.065,ENSRNOG00000002364,Rnf112,15763,,7:79085448-79085739,1.8,0.0198,0.0311,ENSRNOG00000029130,RGD1563045,53186
4:148956014-148956311,1.09,0.0417,0.066,ENSRNOG00000023285,Akr1b1-ps2,3454,,3:13600292-13600955,1.13,0.02,0.0313,ENSRNOG00000017583,Mapkap1,0
17:76144609-76144929,1.01,0.0418,0.066,ENSRNOG00000045553,Proser2,4208,,1:10673833-10674238,1.18,0.0201,0.0315,ENSRNOG00000059769,AABR07000356.1,101401
5:105366795-105367407,0.97,0.0419,0.066,ENSRNOG00000008169,Slc24a2,0,,3:143216329-143216720,1.68,0.0203,0.0317,ENSRNOG00000005195,Cst3,2966
8:118801926-118802266,1.94,0.042,0.066,ENSRNOG00000020915,Setd2,809,,7:125902201-125902502,1.32,0.0203,0.0317,ENSRNOG00000031269,RGD1304694,9034
17:5371458-5371899,1.54,0.0422,0.066,ENSRNOG00000018400,Golm1,10135,,2:29966726-29967134,1.55,0.0208,0.0325,ENSRNOG00000054044,SNORA17,35909
5:168223353-168223683,0.92,0.0422,0.066,ENSRNOG00000018602,Camta1,0,,16:26859009-26859384,1.22,0.021,0.0328,ENSRNOG00000032297,Msmo1,13
16:59574112-59574560,1,0.0431,0.067,ENSRNOG00000053706,Lonrf1,0,,12:52149185-52149643,1.98,0.0214,0.0333,ENSRNOG00000037476,Galnt9,0
15:15253363-15253926,1.43,0.0433,0.067,ENSRNOG00000008570,Cadps,21615,,17:20187474-20187921,1.53,0.0214,0.0334,ENSRNOG00000045918,Jarid2,0
19:31154672-31155006,1.57,0.0432,0.067,ENSRNOG00000039152,Frem3,122856,,4:100080939-100081418,1.59,0.0216,0.0337,ENSRNOG00000010716,Atoh8,0
16:68334610-68335049,1.08,0.0439,0.068,ENSRNOG00000059139,uc_338,55980,,11:34659453-34659884,1.29,0.0218,0.0339,ENSRNOG00000001682,Ttc3,0
1:5170595-5170993,0.92,0.044,0.068,ENSRNOG00000041566,AABR07000220.1,2480,,4:171860496-171860829,1.41,0.022,0.0342,ENSRNOG00000007570,Dera,34088
9:27121365-27121715,1.3,0.0445,0.069,ENSRNOG00000013046,LOC100361830,0,,7:118158165-118158527,1.62,0.0221,0.0343,ENSRNOG00000004688,Rbfox2,0
2:212218947-212219275,0.82,0.0447,0.069,ENSRNOG00000020485,Vav3,28176,,15:6202761-6203345,1.58,0.0222,0.0344,ENSRNOG00000014661,Zfp385d,0
2:242165163-242165650,0.83,0.045,0.070,ENSRNOG00000009882,Ppp3ca,0,,3:31864964-31865479,0.92,0.0222,0.0344,ENSRNOG00000054317,7SK,5654
11:73078740-73079085,0.77,0.0452,0.070,ENSRNOG00000001730,Acap2,0,,13:82974636-82975240,1.38,0.0223,0.0345,ENSRNOG00000054895,U6,14220
3:152474094-152474550,1.22,0.0463,0.072,ENSRNOG00000019992,Cnbd2,8867,,6:135922512-135922901,1.07,0.0224,0.0347,ENSRNOG00000033736,Diras3,16034
7:75597264-75597737,1.04,0.0465,0.072,ENSRNOG00000008195,Ywhaz,0,,4:170429217-170429555,0.9,0.0225,0.0348,ENSRNOG00000053476,AABR07062350.1,43382
12:39420009-39420432,1.36,0.0467,0.072,ENSRNOG00000001294,Ift81,3164,,3:140476288-140477027,0.88,0.0226,0.0349,ENSRNOG00000036964,Ralgapa2,0
16:81832260-81832648,1.18,0.0473,0.073,ENSRNOG00000032737,F7,0,,16:20394206-20394613,1,0.0228,0.0351,ENSRNOG00000022753,Mast3,1232
7:109479802-109480127,1.58,0.0475,0.073,ENSRNOG00000031680,AABR07058301.1,67918,,2:78197650-78198142,1.48,0.0228,0.0352,ENSRNOG00000010589,Fam134b,0
9:29458969-29459358,1.21,0.0478,0.074,ENSRNOG00000058900,AABR07067076.1,4150,,1:221167743-221168056,1.2,0.0229,0.0353,ENSRNOG00000023668,Scyl1,38099
6:81387941-81388293,1.23,0.0479,0.074,ENSRNOG00000061746,U6,152267,,8:111567099-111567423,1.65,0.023,0.0354,ENSRNOG00000009005,Slco2a1,0
8:21668570-21668988,0.88,0.0485,0.075,ENSRNOG00000020474,LOC364561,248,,10:94353811-94354149,1.25,0.023,0.0354,ENSRNOG00000025448,Limd2,932
17:16729121-16729497,0.72,0.0487,0.075,ENSRNOG00000016099,Id4,33996,,6:70071475-70071796,1.42,0.023,0.0354,ENSRNOG00000058196,SNORA17,62522
3:150239330-150239783,0.93,0.0489,0.075,ENSRNOG00000046585,AABR07054370.1,11926,,7:28967451-28967896,1.3,0.0232,0.0356,ENSRNOG00000005228,Gnptab,0
10:20413140-20413637,1.33,0.0492,0.076,ENSRNOG00000007377,Slit3,0,,1:247110558-247110996,2.29,0.0233,0.0358,ENSRNOG00000010967,Cdc37l1,0
1:194098858-194099171,1.2,0.0495,0.076,ENSRNOG00000060965,SNORA17,11954,,5:31383025-31383517,1.17,0.0233,0.0358,ENSRNOG00000052221,U6,74620
9:118099231-118099666,1.2,0.0505,0.077,ENSRNOG00000054655,7SK,191106,,4:145572663-145572992,1.6,0.0239,0.0366,ENSRNOG00000010184,Brk1,0
X:71884454-71884758,1.14,0.0507,0.078,ENSRNOG00000045779,Rgag4,74007,,17:20620860-20621223,1.15,0.0239,0.0366,ENSRNOG00000051931,AABR07027235.1,535
2:212524219-212524607,1.51,0.0511,0.078,ENSRNOG00000020485,Vav3,0,,12:24733067-24733655,2.46,0.0241,0.0368,ENSRNOG00000018910,Abhd11,8071
3:53222586-53223054,0.82,0.0512,0.078,ENSRNOG00000038559,AABR07052431.1,92972,,17:30181163-30181773,1.36,0.0241,0.0369,ENSRNOG00000061790,SNORA17,70627
16:20394206-20394613,0.86,0.0518,0.079,ENSRNOG00000022753,Mast3,1232,,15:59502340-59502874,1.61,0.0242,0.0370,ENSRNOG00000047817,Enox1,175291
10:68819267-68819592,1.17,0.0519,0.079,ENSRNOG00000006625,Phb-ps1,105833,,5:109592278-109592652,1.53,0.0247,0.0376,ENSRNOG00000006853,Elavl2,0
13:82974636-82975240,1.18,0.0525,0.080,ENSRNOG00000054895,U6,14220,,7:122346872-122347281,1.03,0.0246,0.0376,ENSRNOG00000018803,Mkl1,0
5:109592278-109592652,1.35,0.0536,0.082,ENSRNOG00000006853,Elavl2,0,,3:165205960-165206516,0.87,0.0248,0.0377,ENSRNOG00000012175,Nfatc2,38722
15:105850723-105851251,0.95,0.0536,0.082,ENSRNOG00000051564,Rap2a,291,,4:148956014-148956311,1.33,0.0248,0.0377,ENSRNOG00000023285,Akr1b1-ps2,3454
4:57250199-57250686,1.43,0.0536,0.082,ENSRNOG00000057729,Strip2,3525,,10:21170289-21170732,0.77,0.0248,0.0377,ENSRNOG00000027341,Tenm2,0
4:47271589-47271978,0.8,0.0538,0.082,ENSRNOG00000057555,AABR07059974.1,24135,,1:23377586-23377880,1.5,0.0256,0.0389,ENSRNOG00000016627,Eya4,31528
10:65502766-65503431,1.26,0.054,0.082,ENSRNOG00000012240,Supt6h,0,,1:126489721-126490040,1.5,0.0257,0.0389,ENSRNOG00000024460,Tarsl2,33129
1:23377586-23377880,1.33,0.0539,0.082,ENSRNOG00000016627,Eya4,31528,,19:53858023-53858392,1.51,0.0257,0.0389,ENSRNOG00000056656,AABR07044049.1,0
2:104937310-104937932,0.86,0.0541,0.082,ENSRNOG00000011146,Gyg1,0,,12:18438225-18438631,1.33,0.0256,0.0389,ENSRNOG00000059429,AABR07035506.1,16745
20:22074287-22074700,1.15,0.0543,0.082,ENSRNOG00000000638,Zfp365,0,,8:51218039-51218500,1.29,0.0258,0.0390,ENSRNOG00000053779,U6,133003
3:143216329-143216720,1.39,0.0544,0.082,ENSRNOG00000005195,Cst3,2966,,1:55735966-55736587,1.03,0.0259,0.0392,ENSRNOG00000054834,AABR07001734.1,0
9:62689447-62689974,1.23,0.0547,0.083,ENSRNOG00000056520,AABR07067767.1,103313,,3:112456121-112456580,1.34,0.0265,0.0401,ENSRNOG00000010050,LOC691920,0
7:120332350-120332689,2.42,0.0554,0.084,ENSRNOG00000055700,AC096473.3,0,,3:90971487-90971878,1.03,0.0268,0.0405,ENSRNOG00000059850,AABR07053091.1,0
3:67610455-67610842,0.8,0.0556,0.084,ENSRNOG00000007765,Frzb,24765,,1:178663120-178663780,1.91,0.0269,0.0406,ENSRNOG00000058003,Spon1,0
1:134097274-134097631,1.28,0.0563,0.085,ENSRNOG00000053587,AABR07004254.1,66827,,8:22173594-22174057,1.41,0.0271,0.0409,ENSRNOG00000033426,Cdc37,0
11:38281335-38281753,1.19,0.0581,0.088,ENSRNOG00000001618,Ripk4,7119,,12:12943566-12943932,0.96,0.0273,0.0410,ENSRNOG00000001065,Cyth3,0
5:131162344-131162880,0.95,0.0581,0.088,ENSRNOG00000008025,Bend5,94247,,1:102165822-102166158,1.46,0.0275,0.0413,ENSRNOG00000021130,Abcc8,0
2:160885638-160886814,1.05,0.0588,0.088,ENSRNOG00000046074,AABR07011278.1,593401,,2:139469156-139469568,0.83,0.0283,0.0426,ENSRNOG00000010210,Slc7a11,0
5:142574538-142575007,0.89,0.0602,0.090,ENSRNOG00000046811,AABR07049886.1,15141,,2:124111468-124111931,1.67,0.0286,0.0429,ENSRNOG00000017392,Fgf2,0
11:64194860-64195224,1,0.0608,0.091,ENSRNOG00000058720,AABR07034310.1,0,,20:48747574-48747944,1.4,0.0287,0.0430,ENSRNOG00000000582,LOC100911156,0
10:86689686-86690101,1.24,0.0614,0.092,ENSRNOG00000009329,Nr1d1,0,,8:89276865-89277391,0.76,0.0287,0.0430,ENSRNOG00000058012,AABR07070873.1,39820
5:152197982-152198392,0.75,0.0613,0.092,ENSRNOG00000051615,Hmgn2,0,,1:106096938-106097337,1.41,0.0289,0.0433,ENSRNOG00000015675,Nell1,0
1:265298767-265299121,0.93,0.0619,0.093,ENSRNOG00000016748,Poll,0,,X:29064286-29064609,1.51,0.029,0.0434,ENSRNOG00000052455,AABR07037729.1,92861
11:69764258-69765003,0.66,0.063,0.094,ENSRNOG00000001706,Kalrn,0,,1:72927006-72927468,0.99,0.0293,0.0438,ENSRNOG00000027942,Eps8l1,0
17:20620860-20621223,1.01,0.0637,0.095,ENSRNOG00000051931,AABR07027235.1,535,,3:172987920-172988420,1.72,0.0295,0.0441,ENSRNOG00000007477,Edn3,107471
6:100930206-100930629,0.84,0.0641,0.096,ENSRNOG00000059409,SNORA17,53232,,10:13861081-13861400,1.36,0.0297,0.0444,ENSRNOG00000003195,Caskin1,0
17:62439838-62440449,0.96,0.0644,0.096,ENSRNOG00000018123,Ccny,0,,5:26371063-26371420,1.39,0.0301,0.0449,ENSRNOG00000039924,Triqk,121792
1:185427370-185427787,1.55,0.0646,0.096,ENSRNOG00000024602,Plekha7,0,,3:131872568-131873160,0.73,0.0304,0.0453,ENSRNOG00000027574,AABR07053879.1,179452
5:131827548-131827953,0.86,0.0648,0.097,ENSRNOG00000042950,Slc5a9,8981,,1:180783181-180783765,1.34,0.0305,0.0453,ENSRNOG00000039241,Ythdc2,1302134
19:47024479-47024819,1.26,0.0657,0.098,ENSRNOG00000012030,Wwox,253002,,5:157826426-157827014,1.16,0.0308,0.0458,ENSRNOG00000018097,Emc1,0
20:4464266-4464703,0.95,0.0659,0.098,ENSRNOG00000000443,C4a,0,,12:44152008-44152384,1.71,0.0316,0.0469,ENSRNOG00000001128,Tesc,0
10:68614808-68615381,0.7,0.0661,0.098,ENSRNOG00000030217,AABR07030122.1,25688,,6:104079842-104080358,0.87,0.0317,0.0469,ENSRNOG00000004589,Galnt16,0
1:55735966-55736587,0.9,0.0662,0.098,ENSRNOG00000054834,AABR07001734.1,0,,16:20390726-20391128,1.21,0.0316,0.0469,ENSRNOG00000022753,Mast3,4717
7:70366699-70367028,0.63,0.0666,0.099,ENSRNOG00000025584,Agap2,0,,5:140108444-140108876,1,0.0319,0.0472,ENSRNOG00000027921,Rlf,0
2:261402840-261403192,0.97,0.0669,0.099,ENSRNOG00000009548,Fpgt,0,,13:112266059-112266538,1.42,0.0319,0.0472,ENSRNOG00000035520,Mir205,32670
3:110696945-110697344,1.26,0.0672,0.100,ENSRNOG00000009421,Ivd,6773,,5:171459004-171459339,1.61,0.0319,0.0472,ENSRNOG00000046227,Tprg1l,0
4:117866634-117867243,1.01,0.0673,0.100,ENSRNOG00000015903,Add2,0,,5:138010349-138010897,1.12,0.0325,0.0480,ENSRNOG00000007232,Lao1,863
10:94353811-94354149,0.9,0.0675,0.100,ENSRNOG00000025448,Limd2,932,,16:20697359-20697786,1.3,0.0325,0.0480,ENSRNOG00000022432,Tmem59l,1659
1:220475838-220476381,0.56,0.068,0.100,ENSRNOG00000020247,Cnih2,0,,10:108665066-108665464,0.99,0.0334,0.0492,ENSRNOG00000058129,AABR07030910.1,2342
2:235257608-235258007,0.79,0.0678,0.100,ENSRNOG00000061146,Gar1,0,,10:59135735-59136472,2.47,0.0335,0.0494,ENSRNOG00000059449,Metazoa_SRP,15212
3:53983003-53983381,0.81,0.0683,0.101,ENSRNOG00000051709,U2,157490,,17:31435358-31435687,1.51,0.0336,0.0495,ENSRNOG00000017445,Tubb2b,5943
3:81300739-81301128,0.84,0.0685,0.101,ENSRNOG00000058478,Mapk8ip1,0,,7:60294494-60294834,1.75,0.0339,0.0499,ENSRNOG00000005689,Yeats4,0
1:106096938-106097337,1.22,0.0693,0.102,ENSRNOG00000015675,Nell1,0,,12:14676675-14677207,1.5,0.034,0.0500,ENSRNOG00000001103,Sdk1,0
3:177166424-177166756,1.43,0.0695,0.102,ENSRNOG00000043071,RGD1561282,0,,9:18204071-18204364,1.22,0.0343,0.0504,ENSRNOG00000054111,AABR07066829.1,2439
10:91704133-91704470,0.87,0.0698,0.103,ENSRNOG00000003501,Lyzl6,4710,,18:56193284-56194020,0.74,0.0344,0.0505,ENSRNOG00000018712,Camk2a,0
16:16512022-16512908,0.79,0.0716,0.105,ENSRNOG00000059262,AABR07024786.1,38716,,1:277394835-277395161,1.38,0.0345,0.0507,ENSRNOG00000016948,Nhlrc2,0
2:235616563-235616962,0.71,0.072,0.106,ENSRNOG00000050706,Col25a1,0,,3:8831655-8832168,2.78,0.0349,0.0511,ENSRNOG00000016794,Phyhd1,572
4:77877062-77877507,-1.25,0.073,0.107,ENSRNOG00000007064,Zfp746,129993,,8:45565182-45565592,1.4,0.0349,0.0511,ENSRNOG00000050630,RGD1565368,2609
10:110110247-110110689,0.94,0.0732,0.107,ENSRNOG00000047531,Ccdc57,8376,,1:109028263-109028685,0.99,0.0351,0.0514,ENSRNOG00000060326,AABR07003398.1,109076
9:110858126-110858536,1.25,0.0738,0.108,ENSRNOG00000013875,Fbxl17,0,,19:31154672-31155006,1.55,0.0353,0.0516,ENSRNOG00000039152,Frem3,122856
12:12943566-12943932,0.87,0.0748,0.109,ENSRNOG00000001065,Cyth3,0,,14:7044355-7044681,1.34,0.0356,0.0520,ENSRNOG00000002186,Nudt9,0
7:98770209-98770859,1.23,0.0745,0.109,ENSRNOG00000008987,Rnf139,0,,3:157165428-157165777,1.55,0.036,0.0524,ENSRNOG00000016744,Chd6,66123
2:44856899-44857285,1.16,0.0747,0.109,ENSRNOG00000010454,Ccno,0,,3:100771955-100772352,0.83,0.036,0.0524,ENSRNOG00000047466,Bdnf,0
12:48843706-48844088,1.01,0.0749,0.109,ENSRNOG00000053045,Wscd2,0,,8:55164226-55164622,1.28,0.0359,0.0524,ENSRNOG00000051792,LOC689959,114
4:158450506-158450833,0.85,0.0759,0.110,ENSRNOG00000023561,LOC100361584,0,,1:185427370-185427787,1.67,0.0362,0.0527,ENSRNOG00000024602,Plekha7,0
1:215040364-215040748,1.18,0.0757,0.110,ENSRNOG00000029394,Dusp8,6905,,3:81300739-81301128,0.87,0.0364,0.0529,ENSRNOG00000058478,Mapk8ip1,0
14:20151023-20151391,0.85,0.0768,0.112,ENSRNOG00000003067,Npffr2,0,,1:34372378-34372687,1.4,0.0366,0.0532,ENSRNOG00000057928,AABR07001025.1,100459
1:124857881-124858281,1.16,0.0798,0.116,ENSRNOG00000015822,Klf13,54519,,7:41474878-41475215,0.83,0.037,0.0537,ENSRNOG00000023896,Dusp6,0
16:20325310-20325813,0.74,0.08,0.116,ENSRNOG00000018932,Ccdc124,2046,,9:42293971-42294381,1.38,0.0369,0.0537,ENSRNOG00000059692,U6,2267
3:44822990-44823356,1.51,0.0829,0.120,ENSRNOG00000005341,Upp2,0,,10:74558578-74558921,1.08,0.0372,0.0539,ENSRNOG00000024730,Ppm1e,0
1:176077645-176078038,1.15,0.0825,0.120,ENSRNOG00000036293,AABR07005031.1,521,,7:70366699-70367028,0.67,0.0372,0.0539,ENSRNOG00000025584,Agap2,0
2:84709647-84709949,1.14,0.0857,0.124,ENSRNOG00000022347,Fam173b,15660,,10:109596774-109597160,1.04,0.0372,0.0539,ENSRNOG00000036698,Nploc4,0
12:31543916-31544360,0.86,0.0857,0.124,ENSRNOG00000022893,Rimbp2,0,,1:246255291-246255630,1.39,0.0372,0.0539,ENSRNOG00000051883,U6,116347
14:16300084-16300548,1.25,0.0894,0.129,ENSRNOG00000002089,Ccng2,24017,,10:11305431-11305826,1.06,0.0377,0.0544,ENSRNOG00000055362,AABR07029172.2,729
5:74507803-74508178,0.71,0.0903,0.131,ENSRNOG00000011425,Ptpn3,139618,,12:6371540-6371981,0.65,0.0376,0.0544,ENSRNOG00000055643,SNORA67,17229
13:112266059-112266538,1.17,0.0913,0.132,ENSRNOG00000035520,Mir205,32670,,4:47271589-47271978,0.85,0.038,0.0549,ENSRNOG00000057555,AABR07059974.1,24135
1:55658333-55658681,1.28,0.0911,0.132,ENSRNOG00000057320,Y_RNA,34374,,3:9484852-9485472,0.72,0.0391,0.0563,ENSRNOG00000059375,AC142138.2,13530
6:3523069-3523501,1.1,0.0917,0.132,ENSRNOG00000061417,U1,9971,,3:152273070-152273484,1.65,0.0399,0.0574,ENSRNOG00000049814,Rbm39,13915
1:187821374-187821877,0.8,0.0924,0.133,ENSRNOG00000047386,Smg1,0,,1:214293498-214293885,1.32,0.0406,0.0584,ENSRNOG00000017960,Deaf1,0
9:42293971-42294381,1.11,0.0923,0.133,ENSRNOG00000059692,U6,2267,,X:36932831-36933177,0.79,0.0408,0.0586,ENSRNOG00000032472,Adgrg2,0
17:73035192-73035713,0.7,0.0936,0.135,ENSRNOG00000058351,AABR07028511.1,28944,,13:98649603-98649954,0.78,0.0422,0.0606,ENSRNOG00000002969,Itpkb,0
1:78249367-78249907,0.77,0.0949,0.136,ENSRNOG00000048848,Ccdc9,25049,,17:16729121-16729497,0.68,0.0434,0.0623,ENSRNOG00000016099,Id4,33996
1:55704185-55705315,0.61,0.0976,0.140,ENSRNOG00000054834,AABR07001734.1,2083,,11:62146137-62146653,1.63,0.0436,0.0625,ENSRNOG00000056716,Zbtb20,0
1:226353535-226353949,0.7,0.0989,0.142,ENSRNOG00000027264,Dagla,0,,4:48523429-48523822,1.26,0.0436,0.0625,ENSRNOG00000059016,Tspan12,329005
6:48795991-48796344,0.95,0.0999,0.143,ENSRNOG00000004269,Myt1l,0,,5:25537506-25537964,0.88,0.0448,0.0641,ENSRNOG00000058934,7SK,8146
